索引,公司名稱,公司網址,職缺名稱,職缺網址,所需技能
101,利勤實業股份有限公司,https://www.104.com.tw/company/7gehdxk?jobsource=2018indexpoc,儲備幹部-經營幕僚 A3CEO002,https://www.104.com.tw/job/6v83n?jobsource=2018indexpoc,
102,光寶科技股份有限公司,https://www.104.com.tw/company/aqae7i0?jobsource=2018indexpoc,Corp MOE-PQE (高雄),https://www.104.com.tw/job/6wuw3?jobsource=2018indexpoc,Excel Outlook PowerPoint Word 
103,格明數位媒體有限公司,https://www.104.com.tw/company/1a2x6bju8m?jobsource=2018indexpoc,Python演算法工程師 (Text Mining/ Data Crawler),https://www.104.com.tw/job/6o3fa?jobsource=2018indexpoc,Python 
104,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,資料工讀生(長期工讀),https://www.104.com.tw/job/58je6?jobsource=jolist_c_relevance,
105,台灣樂天市場股份有限公司,https://www.104.com.tw/company/d92vp28?jobsource=2018indexpoc,【日商樂天】系統資料處理助理(DEV),https://www.104.com.tw/job/6uno1?jobsource=2018indexpoc,
106,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,R&D Manager,https://www.104.com.tw/job/6d9c8?jobsource=2018indexpoc,
107,幣丞科技有限公司,https://www.104.com.tw/company/1a2x6bl01m?jobsource=jolist_c_relevance,Back-end Engineer 後端開發工程師 [台北],https://www.104.com.tw/job/6tdu8?jobsource=jolist_c_relevance,Java 
108,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,行政人員,https://www.104.com.tw/job/6vc13?jobsource=jolist_c_relevance,Excel Word 
109,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=jolist_c_relevance,系統分析師SA(大數據團隊),https://www.104.com.tw/job/6vafb?jobsource=jolist_c_relevance,
110,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=jolist_c_relevance,Java工程師,https://www.104.com.tw/job/5umex?jobsource=jolist_c_relevance,Java Spring MySQL 
111,聯強國際股份有限公司,https://www.104.com.tw/company/aldnfbc?jobsource=2018indexpoc,集團總部供應鏈大數據管理專員(全球第二大IT通路集團),https://www.104.com.tw/job/2tv5q?jobsource=2018indexpoc,
112,宏碁股份有限公司,https://www.104.com.tw/company/9kgoqw8?jobsource=2018indexpoc,【RD】軟體工程師 - 1900546,https://www.104.com.tw/job/6q0hv?jobsource=2018indexpoc,
113,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,行銷專員/公關專員,https://www.104.com.tw/job/6wbv3?jobsource=2018indexpoc,Excel PowerPoint Word 
114,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,【Vpon HK】Regional Business Development Manager,https://www.104.com.tw/job/6cx3b?jobsource=2018indexpoc,
115,零壹科技股份有限公司_Zero One Tech,https://www.104.com.tw/company/e7ef0go?jobsource=jolist_c_relevance,業務專員-備份及大數據產品Veritas & Splunk(BU1),https://www.104.com.tw/job/6vttv?jobsource=jolist_c_relevance,
116,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Data Business Development Manager,https://www.104.com.tw/job/6tqji?jobsource=2018indexpoc,
117,三商美邦人壽保險股份有限公司_總公司,https://www.104.com.tw/company/12sjgn88?jobsource=jolist_c_relevance,總公司資訊開發一部人員,https://www.104.com.tw/job/6ukpf?jobsource=jolist_c_relevance,
118,STORM CRM Consulting Inc._伺動行銷科技股份有限公司,https://www.104.com.tw/company/5ymdwls?jobsource=2018indexpoc,"總監, 顧問服務部",https://www.104.com.tw/job/4dv7f?jobsource=2018indexpoc,
119,SING_萬寶隆空間設計開發有限公司,https://www.104.com.tw/company/1a2x6bicjz?jobsource=jolist_c_relevance,報價管理儲備幹部,https://www.104.com.tw/job/6uqfy?jobsource=jolist_c_relevance,
120,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,DevOps Engineer(Ad Network),https://www.104.com.tw/job/5bdms?jobsource=2018indexpoc,
121,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=jolist_c_relevance,大數據產品經理 (Big Data Product Manager) – 信用風險,https://www.104.com.tw/job/6taz0?jobsource=jolist_c_relevance,UML 
122,國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g?jobsource=jolist_c_relevance,【金融科法人才培育實習計畫】法律法務實習生,https://www.104.com.tw/job/6u95e?jobsource=jolist_c_relevance,
123,華碩雲端股份有限公司,https://www.104.com.tw/company/wekjlls?jobsource=jolist_c_relevance,國際商務開發業務,https://www.104.com.tw/job/6gdl9?jobsource=jolist_c_relevance,
124,大拇哥證券投資顧問股份有限公司,https://www.104.com.tw/company/1a2x6bjxd3?jobsource=2018indexpoc,金融數據工程師/ Data Engineer,https://www.104.com.tw/job/6w3cn?jobsource=2018indexpoc,Python MS SQL Excel 
125,東森購物_電視購物_東森得易購股份有限公司,https://www.104.com.tw/company/abdz5yx?jobsource=jolist_c_relevance,資深工程師(研發中心),https://www.104.com.tw/job/6ksuo?jobsource=jolist_c_relevance,
126,德翔海運股份有限公司,https://www.104.com.tw/company/ckglx1c?jobsource=2018indexpoc,資訊專員,https://www.104.com.tw/job/5ofza?jobsource=2018indexpoc,Oracle Forms ASP.NET Delphi Developer/ Designer 2000 Visual Studio .net MS SQL Oracle PL/SQL 
127,國立中山大學_南區促進產業發展研究中心,https://www.104.com.tw/company/z0e6doc?jobsource=2018indexpoc,地區產業創新組-副理,https://www.104.com.tw/job/6iaw9?jobsource=2018indexpoc,Excel PowerPoint Word 
128,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Sr. Marketing Specialist/ Marketing Manager,https://www.104.com.tw/job/6vvcw?jobsource=2018indexpoc,Excel PowerPoint Word 
129,皮克網路有限公司,https://www.104.com.tw/company/1a2x6bjf44?jobsource=2018indexpoc,演算法資料／大數據 工程師！加入台中矽谷,https://www.104.com.tw/job/4nvhg?jobsource=2018indexpoc,
130,LINE Bank_連線商業銀行股份有限公司(籌備處),https://www.104.com.tw/company/1a2x6bl3ek?jobsource=jolist_c_relevance,(LINE Bank) Credit Risk Model Developer,https://www.104.com.tw/job/6ty7c?jobsource=jolist_c_relevance,Python SAS 
131,中國醫藥大學附設醫院,https://www.104.com.tw/company/o5x51w0?jobsource=2018indexpoc,10R0 大數據中心-副研究員/助理研究員,https://www.104.com.tw/job/5h9gd?jobsource=2018indexpoc,
132,友宏整合行銷有限公司,https://www.104.com.tw/company/1a2x6bi2b5?jobsource=jolist_c_relevance,Python大數據AI工程師(新竹),https://www.104.com.tw/job/6f0g4?jobsource=jolist_c_relevance,Linux Python 
133,三陽工業股份有限公司,https://www.104.com.tw/company/b0zd5kg?jobsource=2018indexpoc,商業分析師 / BA (Business Analyst),https://www.104.com.tw/job/6v405?jobsource=2018indexpoc,Python R MS SQL SAS SPSS 
134,新加坡商鈦坦科技股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bin60?jobsource=2018indexpoc,Principal Software Engineer / Programmer - Annual Salary 3M+,https://www.104.com.tw/job/57xvg?jobsource=2018indexpoc,ASP.NET C# MS SQL JavaScript jQuery 
135,聯詠科技股份有限公司,https://www.104.com.tw/company/12nopku0?jobsource=2018indexpoc,AITV 平台開發工程師 (SP-PSW1),https://www.104.com.tw/job/6c6ze?jobsource=2018indexpoc,C C++ Java Python 
136,天來數位股份有限公司,https://www.104.com.tw/company/1a2x6bjrwd?jobsource=2018indexpoc,ASP.NET(C#)開發工程師(新竹市),https://www.104.com.tw/job/52ali?jobsource=2018indexpoc,ASP.NET C# Java HTML 
137,遠傳電信股份有限公司,https://www.104.com.tw/company/18n64g34?jobsource=hotjob_chr,B0841 網站數據分析師,https://www.104.com.tw/job/6w0kw?jobsource=hotjob_chr,
138,微電能源股份有限公司,https://www.104.com.tw/company/1a2x6bju46?jobsource=2018indexpoc,環境與電力生態資訊系統 - 巨資演算法程式設計師（竹北）,https://www.104.com.tw/job/5x4hz?jobsource=2018indexpoc,
139,台中商業銀行股份有限公司,https://www.104.com.tw/company/nsyg63k?jobsource=2018indexpoc,資訊部門-程式設計人員-(台中地區),https://www.104.com.tw/job/6cwzu?jobsource=2018indexpoc,
140,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,影音編輯,https://www.104.com.tw/job/6utzy?jobsource=jolist_c_relevance,Premiere Adobe Photoshop Illustrator Final Cut ProX 
141,巨量場域服務股份有限公司,https://www.104.com.tw/company/1a2x6bl52u?jobsource=jolist_c_relevance,設計業務助理,https://www.104.com.tw/job/6vjh1?jobsource=jolist_c_relevance,Director Flash Lightwave Adobe Photoshop Illustrator Sketch AutoCAD Revit DIALux ArchiCAD 
142,聯捷創新股份有限公司,https://www.104.com.tw/company/1a2x6bkanf?jobsource=jolist_c_relevance,大數據工程師 (Big Data、AI),https://www.104.com.tw/job/6azr4?jobsource=jolist_c_relevance,
143,鴻海精密工業股份有限公司,https://www.104.com.tw/company/233rv1s?jobsource=jolist_c_relevance,大數據資料處理工程師(2020RAISE計畫),https://www.104.com.tw/job/6rhp6?jobsource=jolist_c_relevance,
144,路易莎職人咖啡股份有限公司,https://www.104.com.tw/company/1a2x6bjwfs?jobsource=2018indexpoc,路易莎咖啡 總公司-MIS工程師,https://www.104.com.tw/job/6pcji?jobsource=2018indexpoc,
145,新加坡商鈦坦科技股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bin60?jobsource=2018indexpoc,Principal Software Engineer / Programmer 首席軟體工程師(台中市政府旁),https://www.104.com.tw/job/57xw3?jobsource=2018indexpoc,ASP.NET C# MS SQL JavaScript jQuery 
146,意藍資訊股份有限公司,https://www.104.com.tw/company/1a2x6bjjlo?jobsource=2018indexpoc,市場分析師 / 行銷分析師 (客戶開發),https://www.104.com.tw/job/5akbv?jobsource=2018indexpoc,PowerPoint Word 
147,聯合再生能源股份有限公司,https://www.104.com.tw/company/cr5tkx4?jobsource=2018indexpoc,(新竹)產品行銷管理師,https://www.104.com.tw/job/6u7n7?jobsource=2018indexpoc,
148,中華開發金融控股股份有限公司(凱基證券)(凱基銀行),https://www.104.com.tw/company/wjcsmhk?jobsource=2018indexpoc,客群數據分析人員(凱基證券),https://www.104.com.tw/job/5jtrd?jobsource=2018indexpoc,
149,環興科技股份有限公司,https://www.104.com.tw/company/b6218rk?jobsource=2018indexpoc,軟體工程師,https://www.104.com.tw/job/6c13d?jobsource=2018indexpoc,
150,國泰世華商業銀行股份有限公司_人力資源部,https://www.104.com.tw/company/1xzkino?jobsource=2018indexpoc,"【數據生態營運】資料科學工程師 (數數發中心,DDT)",https://www.104.com.tw/job/6v7pz?jobsource=2018indexpoc,ETL hadoop Hive 
151,財團法人生物技術開發中心,https://www.104.com.tw/company/2kmb67c?jobsource=jolist_c_relevance,【數位健康規劃小組】研究員/副研究員,https://www.104.com.tw/job/6vtg0?jobsource=jolist_c_relevance,
152,建騰創達科技股份有限公司,https://www.104.com.tw/company/10zdug8w?jobsource=2018indexpoc,SM2425  國外業務 Sales Account Manager,https://www.104.com.tw/job/6tvxa?jobsource=2018indexpoc,
153,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=2018indexpoc,客戶服務實習生,https://www.104.com.tw/job/6nspq?jobsource=2018indexpoc,Excel PowerPoint Word 
154,宇清數位智慧股份有限公司,https://www.104.com.tw/company/1a2x6bi7jh?jobsource=2018indexpoc,國內外業務人員,https://www.104.com.tw/job/511tt?jobsource=2018indexpoc,Excel PowerPoint Word 
155,"保聖那管理顧問股份有限公司(Pasona Taiwan Co., Ltd.)",https://www.104.com.tw/company/1a2x6biz5w?jobsource=2018indexpoc,電商營運主管-日系服飾品牌商-TW05626-039-884,https://www.104.com.tw/job/6nkxa?jobsource=2018indexpoc,
156,台灣析數資訊股份有限公司,https://www.104.com.tw/company/ofnqhsw?jobsource=jolist_c_relevance,統計分析/數據分析/資料採礦分析技術顧問人員,https://www.104.com.tw/job/3f0ju?jobsource=jolist_c_relevance,Python R MS SQL Excel Word SAS SPSS 
157,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,品牌行銷經理,https://www.104.com.tw/job/5x4ri?jobsource=2018indexpoc,
158,中國信託商業銀行股份有限公司,https://www.104.com.tw/company/1ew38w0?jobsource=jolist_c_relevance,科技金融_高級企業架構師,https://www.104.com.tw/job/6vhur?jobsource=jolist_c_relevance,
159,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=jolist_c_relevance,Full-Stack Engineer  (RTB),https://www.104.com.tw/job/6qf4k?jobsource=jolist_c_relevance,Linux UNIX HTML JavaScript CSS 
160,ETC＿遠通電收股份有限公司,https://www.104.com.tw/company/19dh8x2w?jobsource=jolist_c_relevance,人力資源部 資深專員,https://www.104.com.tw/job/6m069?jobsource=jolist_c_relevance,Excel Internet Explorer Outlook PowerPoint 
161,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=2018indexpoc,香港大數據分析實習生（須精通粵語）,https://www.104.com.tw/job/6py1j?jobsource=2018indexpoc,Excel PowerPoint Word SAS SPSS 
162,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,https://www.104.com.tw/company/1a2x6bkbyd?jobsource=jolist_c_relevance,大數據後端開發工程師,https://www.104.com.tw/job/6km0j?jobsource=jolist_c_relevance,
163,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,商業開發合作顧問,https://www.104.com.tw/job/6wtgm?jobsource=2018indexpoc,
164,華南產物保險股份有限公司,https://www.104.com.tw/company/1kh9gso?jobsource=2018indexpoc,資訊分析人員,https://www.104.com.tw/job/6i9sr?jobsource=2018indexpoc,
165,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Account Manager,https://www.104.com.tw/job/5zmto?jobsource=2018indexpoc,Excel PowerPoint Word 
166,國泰金控_國泰金融控股股份有限公司,https://www.104.com.tw/company/wjct48g?jobsource=jolist_c_relevance,法律法務專業人員,https://www.104.com.tw/job/6tfnd?jobsource=jolist_c_relevance,
167,光寶科技股份有限公司,https://www.104.com.tw/company/aqae7i0?jobsource=2018indexpoc,Corp MOE-PQE (台北),https://www.104.com.tw/job/4eaap?jobsource=2018indexpoc,Excel Outlook PowerPoint Word 
168,國泰世華商業銀行股份有限公司_人力資源部,https://www.104.com.tw/company/1xzkino?jobsource=jolist_c_relevance,"【數據生態營運】風險數據分析師(數數發中心, DDT)",https://www.104.com.tw/job/6oan2?jobsource=jolist_c_relevance,
169,緯創資通股份有限公司,https://www.104.com.tw/company/5wthkkw?jobsource=2018indexpoc,資料分析顧問 _ 汐止 _ 00000,https://www.104.com.tw/job/69buc?jobsource=2018indexpoc,
170,眾匯智能健康股份有限公司,https://www.104.com.tw/company/7hqkeah?jobsource=hotjob_chr,行銷專員/經理,https://www.104.com.tw/job/6p0ju?jobsource=hotjob_chr,
171,薩摩亞商長穩智能管理有限公司,https://www.104.com.tw/company/1a2x6bjmmv?jobsource=2018indexpoc,人工智慧研發工程師,https://www.104.com.tw/job/6fape?jobsource=2018indexpoc,Linux Windows Server 2008 Windows Server 2012 ASP.NET C C# C++ Python R MySQL hadoop 
172,晶峰科技有限公司,https://www.104.com.tw/company/1a2x6bkajh?jobsource=2018indexpoc,大數據工程師(Senior),https://www.104.com.tw/job/6qcly?jobsource=2018indexpoc,Java ETL MySQL hadoop Hive 
173,訊揚科技有限公司,https://www.104.com.tw/company/10wdu9pk?jobsource=2018indexpoc,系統應用工程師,https://www.104.com.tw/job/5zcnv?jobsource=2018indexpoc,Windows Server 2008 Windows Server 2012 MySQL HTML Excel PowerPoint Word 
174,GARMIN_台灣國際航電股份有限公司,https://www.104.com.tw/company/at3fhmo?jobsource=2018indexpoc,工業4.0百人招募專案!!Garmin Asia 製造工程處_C#軟體架構師_汐止/林口,https://www.104.com.tw/job/6jw66?jobsource=2018indexpoc,ASP.NET C# JavaScript 
175,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,【Vpon JP】Account Manager,https://www.104.com.tw/job/6plyg?jobsource=2018indexpoc,
176,"(越南)通用製鞋工業有限公司_GENERAL SHOES CO.,LTD",https://www.104.com.tw/company/1a2x6bkvfr?jobsource=jolist_c_relevance,工業工程師(IE),https://www.104.com.tw/job/6me5x?jobsource=jolist_c_relevance,
177,台灣群思科技有限公司,https://www.104.com.tw/company/1a2x6bipev?jobsource=jolist_c_relevance,交付工程師-大數據交付服務,https://www.104.com.tw/job/6v8j2?jobsource=jolist_c_relevance,
178,格程科技有限公司,https://www.104.com.tw/company/1a2x6bkzbf?jobsource=jolist_c_relevance,大數據研發工程師(台大),https://www.104.com.tw/job/6tg8y?jobsource=jolist_c_relevance,
179,致伸科技股份有限公司,https://www.104.com.tw/company/cv6lny8?jobsource=jolist_c_relevance,大數據系統管理專員,https://www.104.com.tw/job/6w3bb?jobsource=jolist_c_relevance,
180,昱冠資訊股份有限公司,https://www.104.com.tw/company/1a2x6bishn?jobsource=2018indexpoc,大數據研發工程師,https://www.104.com.tw/job/6ej3n?jobsource=2018indexpoc,
181,國立中山大學_南區促進產業發展研究中心,https://www.104.com.tw/company/z0e6doc?jobsource=jolist_c_relevance,創新實證推動組-副理,https://www.104.com.tw/job/6iawg?jobsource=jolist_c_relevance,Excel PowerPoint Word 
182,健行學校財團法人健行科技大學,https://www.104.com.tw/company/ko9ibcg?jobsource=2018indexpoc,健行科技大學推廣教育中心講師-大數據分析,https://www.104.com.tw/job/62lgt?jobsource=2018indexpoc,
183,STORM CRM Consulting Inc._伺動行銷科技股份有限公司,https://www.104.com.tw/company/5ymdwls?jobsource=2018indexpoc,大數據產品專員,https://www.104.com.tw/job/54poh?jobsource=2018indexpoc,
184,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Data Project Manager (based in Indonesia),https://www.104.com.tw/job/6tr3v?jobsource=2018indexpoc,
185,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,IT Project Manager(數位轉型專案)/IT Support Manager,https://www.104.com.tw/job/6lmim?jobsource=2018indexpoc,Linux Mac OS OS X UNIX Windows 2003 Windows Server 2008 Windows 8 Windows Server 2012 MS SQL MySQL Vmware Cisco LDAP PPPoE 鼎新 
186,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Data Analyst (based in Indonesia),https://www.104.com.tw/job/6tr3y?jobsource=2018indexpoc,Linux Python R 
187,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Backend Engineering Lead  (Advertising),https://www.104.com.tw/job/6ejpc?jobsource=2018indexpoc,C C++ Java 
188,綠農電科股份有限公司,https://www.104.com.tw/company/1a2x6bkjpv?jobsource=2018indexpoc,水產養殖AIoT專案經理,https://www.104.com.tw/job/6wsjf?jobsource=2018indexpoc,
189,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,前端設計工程師,https://www.104.com.tw/job/5x5ui?jobsource=2018indexpoc,DHTML HTML JavaScript XHTML jQuery Adobe Photoshop Illustrator 
190,威朋大數據股份有限公司,https://www.104.com.tw/company/d9tnh1s?jobsource=2018indexpoc,Senior Backend Engineer (AdNetwork),https://www.104.com.tw/job/6pu4n?jobsource=2018indexpoc,
191,昱峰智能大數據科技股份有限公司,https://www.104.com.tw/company/1a2x6bkbn6?jobsource=2018indexpoc,客戶經理,https://www.104.com.tw/job/6se98?jobsource=2018indexpoc,
192,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=2018indexpoc,品牌行銷企劃,https://www.104.com.tw/job/6w4x7?jobsource=2018indexpoc,Excel PowerPoint Word 
193,北祥股份有限公司,https://www.104.com.tw/company/9mb0ddc?jobsource=2018indexpoc,Node.js系統開發工程師(創新部門),https://www.104.com.tw/job/4jzw2?jobsource=2018indexpoc,
194,台塑_臺灣塑膠工業股份有限公司,https://www.104.com.tw/company/ys2lc2g?jobsource=2018indexpoc,AI 工程師(越鋼專案-越南台塑河靜鋼鐵),https://www.104.com.tw/job/6r9dw?jobsource=2018indexpoc,Windows 10 C# C++ Java Python R MS SQL Adobe Acrobat Excel Internet Explorer Outlook PowerPoint Word 
195,竹間智能科技有限公司,https://www.104.com.tw/company/1a2x6bjgac?jobsource=2018indexpoc,Backend/ Full Stack Engineer (Java/ Python /Golang preferred),https://www.104.com.tw/job/4ph88?jobsource=2018indexpoc,
196,大數據股份有限公司,https://www.104.com.tw/company/1a2x6bjjhc?jobsource=jolist_c_relevance,香港網站編輯企劃（須精通粵語）,https://www.104.com.tw/job/6cvdu?jobsource=jolist_c_relevance,
197,台北神策諮詢顧問有限公司,https://www.104.com.tw/company/1a2x6bl2g9?jobsource=2018indexpoc,前端研發工程師,https://www.104.com.tw/job/6uzv0?jobsource=2018indexpoc,HTML JavaScript CSS 
198,國家中山科學研究院,https://www.104.com.tw/company/1a2x6bj5xc?jobsource=jolist_c_relevance,系統製造中心109年度第一次專案人力進用-15.研發類-電子/電機/機械/資訊,https://www.104.com.tw/job/6wcuo?jobsource=jolist_c_relevance,
199,富鴻網股份有限公司,https://www.104.com.tw/company/1a2x6bjcm3?jobsource=2018indexpoc,智慧農業應用/通路經銷規劃與業務專案管理師,https://www.104.com.tw/job/68u3y?jobsource=2018indexpoc,
